system:index,Descriptio,IBI_count,IBI_mean,IBI_stdDev,LST_Celsius_count,LST_Celsius_mean,LST_Celsius_stdDev,MNDWI_count,MNDWI_mean,MNDWI_stdDev,NDBI_count,NDBI_mean,NDBI_stdDev,NDMI_count,NDMI_mean,NDMI_stdDev,NDSI_count,NDSI_mean,NDSI_stdDev,NDVI_count,NDVI_mean,NDVI_stdDev,Name,UI_count,UI_mean,UI_stdDev,anio,clase,feature_id,par_id,.geo
1_00000000000000000000,,4,0.043185070610126934,0.007281275699146575,4,39.84270428891894,0.2119086258631657,4,-0.17619429475015347,0.01614088140357339,4,0.03973412842632414,0.008653177361185857,4,-0.03973412842632414,0.008653177361185857,4,0.07009724873277519,0.006094067188114502,4,0.08581658125527807,0.01630366863242378,Polígono 1 La selva,4,0.015664178174857452,0.009709258600587618,2024,ladrillera,00000000000000000000,1.0,"{""type"":""Polygon"",""coordinates"":[[[-101.62803651877047,21.172957792960844],[-101.62784919121252,21.17302910555535],[-101.62800526855183,21.173314505385527],[-101.62818365534382,21.17326988570327],[-101.62803651877047,21.172957792960844]]]}"
1_00000000000000000001,,9,0.04996745004985275,0.010487023899364397,9,41.03920285210033,0.40656402429966143,9,-0.20018577613053276,0.01248697155787921,9,0.05002675518245596,0.012246117028969258,9,-0.05002675518245596,0.012246117028969258,9,0.07347827527356747,0.009895833556633558,9,0.10084888356170438,0.013158158947350045,Polígono 2 La selva,9,0.007419908399788067,0.01295173203469243,2024,ladrillera,00000000000000000001,2.0,"{""type"":""Polygon"",""coordinates"":[[[-101.62909330256836,21.172904258614864],[-101.62882133639236,21.17282401219045],[-101.6287990270379,21.17284186562544],[-101.62855822520731,21.1728909013417],[-101.62822827379158,21.17308714565891],[-101.62907099315511,21.17330559831425],[-101.62923601348172,21.17295332322509],[-101.62909330256836,21.172904258614864]]]}"
1_00000000000000000002,,29,0.03408160237715571,0.010804232217665294,29,39.2224193797158,0.29724599830662296,29,-0.1919060077373253,0.01900653154344879,29,0.030671184264965578,0.013526152803715833,29,-0.030671184264965578,0.013526152803715833,29,0.06037444358420363,0.009769095711245145,29,0.11508195064261487,0.01729492068042935,Polígono 3 La Selva ll,29,-0.02605118446017868,0.01576394062290648,2024,ladrillera,00000000000000000002,3.0,"{""type"":""Polygon"",""coordinates"":[[[-101.63417224844558,21.174621058226325],[-101.63362820324082,21.174540785218348],[-101.63355241737221,21.174322312936447],[-101.63311098532559,21.1744872318358],[-101.63268735123225,21.175200694178184],[-101.63411868586564,21.175637683787993],[-101.63434170431094,21.175049145182776],[-101.63417224844558,21.174621058226325]]]}"
1_00000000000000000003,,134,0.0522798520235495,0.010145681652377097,134,42.24757897579227,1.2737314423955255,134,-0.20960311418682215,0.018650411519967755,134,0.052569514512305245,0.012242724358400611,134,-0.052569514512305245,0.012242724358400611,134,0.07407200931721221,0.0101082126371706,134,0.10318155703120035,0.015409087698735436,Polígono 4  El Valladito,134,0.011370341432146096,0.015554110088309625,2024,ladrillera,00000000000000000003,4.0,"{""type"":""Polygon"",""coordinates"":[[[-101.64082073487224,21.17448724528754],[-101.6401429573859,21.175249796998582],[-101.64054431016277,21.175695646964286],[-101.63965244615846,21.17650719239705],[-101.63862238015938,21.177385668433626],[-101.6392823504672,21.177938565625205],[-101.63966581581414,21.178620850924567],[-101.63985759242928,21.17852278366381],[-101.6395499165837,21.17780038665298],[-101.64166355698579,21.17686838992878],[-101.6420113489958,21.17678368496757],[-101.64225660991607,21.176600909068558],[-101.64246618908925,21.176739125487533],[-101.64261334621911,21.17642249156796],[-101.64238145445937,21.176319960144777],[-101.64252409691417,21.17599441135758],[-101.64276493130464,21.176114868520795],[-101.64281398379974,21.176052419877976],[-101.64255977926322,21.175918644863007],[-101.64297893926373,21.17507144778793],[-101.64082073487224,21.17448724528754]]]}"
1_00000000000000000004,,19,0.038402587295162605,0.013679474164583148,19,41.82888392574278,1.1597509723287418,19,-0.19120162284028333,0.024232342501983913,19,0.03787822763271382,0.0176313957230203,19,-0.03787822763271382,0.0176313957230203,19,0.06339156362576988,0.012182206546249196,19,0.10837796548580701,0.020171331960302658,Polígono 5 El Valladito,19,-0.00703226579813026,0.016138831000453126,2024,ladrillera,00000000000000000004,5.0,"{""type"":""Polygon"",""coordinates"":[[[-101.63879635771616,21.17544599725499],[-101.63884089393423,21.175361284093636],[-101.63856447452056,21.175098140240205],[-101.63788671183268,21.17630661467667],[-101.63805165943243,21.17651611885917],[-101.63871162609502,21.17599886834242],[-101.63897467633433,21.175615418507792],[-101.63879635771616,21.17544599725499]]]}"
1_00000000000000000005,,130,0.04116055790236714,0.012525387388942662,130,42.12059399765531,0.9568656346541752,130,-0.1911294506427963,0.015663346616822,130,0.04210262940599579,0.01561660770216835,130,-0.04210262940599579,0.01561660770216835,130,0.06324009303561252,0.011452576783362232,130,0.11099302853786461,0.012219121672840826,Polígono 6 Ladrilleras de la Patiña,130,-0.01770976107367138,0.01748467251814462,2024,ladrillera,00000000000000000005,6.0,"{""type"":""Polygon"",""coordinates"":[[[-101.70304747792673,21.210048604173473],[-101.70102310183368,21.20988364877818],[-101.70073765615851,21.212157713187008],[-101.70064853055425,21.212603620423266],[-101.70393484881028,21.213214576851723],[-101.70304747792673,21.210048604173473]]]}"
1_00000000000000000006,,404,0.053551195726938686,0.012758434869738097,404,47.75273996287221,1.1843651301802283,404,-0.21274969105736632,0.012431913525919262,404,0.05529292019092213,0.01603457940194807,404,-0.05529292019092213,0.01603457940194807,404,0.07666725107034465,0.011993007451410607,404,0.10857218191962231,0.014960078005716287,Polígono 7 Ladrilleras del refugio,404,0.011380221489299682,0.02067995659190745,2024,ladrillera,00000000000000000006,7.0,"{""type"":""Polygon"",""coordinates"":[[[-101.55261527133499,21.08555047043773],[-101.55269550817448,21.084926187948607],[-101.55224071792615,21.0847122109455],[-101.55239234336514,21.084087869720328],[-101.55231202002108,21.084029934687454],[-101.55129982984978,21.08608556401459],[-101.55110813157914,21.08643781275551],[-101.55059531878526,21.086219388851873],[-101.54973468035645,21.08709776769155],[-101.5501003770748,21.087588316847786],[-101.54997104727478,21.087904922767194],[-101.54944930597904,21.087592745501382],[-101.54883839931158,21.087860300894256],[-101.54812497111116,21.08782464317213],[-101.5476121732704,21.089951593454625],[-101.54972574613134,21.090892539101898],[-101.54945381644932,21.091686178023664],[-101.55123737607511,21.09223912397092],[-101.55142473751349,21.091396355270962],[-101.55197320539969,21.091583646637556],[-101.55415817172658,21.086125743157968],[-101.55261527133499,21.08555047043773]]]}"
1_00000000000000000007,,15,0.038909721037773855,0.01058717657484684,15,40.36325511706869,0.45867773806453865,15,-0.1941532127546287,0.021317765945940478,15,0.036559856218644306,0.013041383698893724,15,-0.036559856218644306,0.013041383698893724,15,0.0657225973598887,0.009773738999409498,15,0.1071913149390548,0.016906320019871482,Polígono 8 La selva 2,15,-0.01738134086501784,0.016974722064184256,2024,ladrillera,00000000000000000007,8.0,"{""type"":""Polygon"",""coordinates"":[[[-101.63118467956143,21.170491891715365],[-101.63094387216569,21.170866442869315],[-101.63097503646537,21.170893223055078],[-101.630881456786,21.17109387112631],[-101.6310463931981,21.171196407636458],[-101.6311490011411,21.171035901211756],[-101.63177767233815,21.171294536634615],[-101.63204973311221,21.170928928237377],[-101.63118467956143,21.170491891715365]]]}"
2_00000000000000000000,,28,0.05974541678743235,0.015006305889893821,28,43.23056852334878,1.0662896166349418,28,-0.20600528930443948,0.02083444619886383,28,0.06749393273410079,0.02010993403696747,28,-0.06749393273410079,0.02010993403696747,28,0.07051614887218867,0.009549175507839442,28,0.09739196324839465,0.011145005184187857,Polígono 1,28,0.019543394025768376,0.025280532002754725,2024,suelo_desnudo,00000000000000000000,1.0,"{""type"":""Polygon"",""coordinates"":[[[-101.64484286747745,21.17314065655388],[-101.64440590183223,21.173947693953174],[-101.64573911731567,21.174277683159673],[-101.64614049181908,21.17353744475349],[-101.64484286747745,21.17314065655388]]]}"
2_00000000000000000001,,33,0.07616042625257204,0.021299734595905395,33,43.57936713935487,0.8079310241801952,33,-0.2298765504960895,0.04256181789928324,33,0.08558861216702607,0.028575468667785764,33,-0.08558861216702607,0.028575468667785764,33,0.09418876254320421,0.016121145215613718,33,0.09267104886222459,0.015059407029292239,Polígono 2,33,0.05168152990497276,0.03586938080788649,2024,suelo_desnudo,00000000000000000001,2.0,"{""type"":""Polygon"",""coordinates"":[[[-101.6331377229455,21.16253241246325],[-101.63340084580189,21.162091003397848],[-101.63279881544405,21.161502317225217],[-101.63201405439297,21.162398659888623],[-101.63235738661893,21.162750909408384],[-101.633021831039,21.16328599131612],[-101.6334230693401,21.162920395355318],[-101.6331377229455,21.16253241246325]]]}"
2_00000000000000000002,,20,0.06854987954146281,0.020465691948203118,20,41.5239208407293,0.7927909135101904,20,-0.216669433183872,0.037353552747406676,20,0.07499102174508529,0.02685120337438322,20,-0.07499102174508529,0.02685120337438322,20,0.08969024406886673,0.014992766564842845,20,0.08986924015136497,0.01997604635650369,Polígono 3,20,0.033648031795548344,0.02579671969831381,2024,suelo_desnudo,00000000000000000002,3.0,"{""type"":""Polygon"",""coordinates"":[[[-101.64200692128186,21.168364875634147],[-101.64110167481313,21.167963569917152],[-101.64078062546213,21.167945792470785],[-101.64066021050843,21.168191039343878],[-101.64095009216672,21.168253447833877],[-101.64084747448761,21.16862800244681],[-101.64127114204412,21.168761765478564],[-101.64135587576381,21.168645862367676],[-101.64196229688156,21.16883315591529],[-101.6422877776287,21.168525477842863],[-101.64200692128186,21.168364875634147]]]}"
2_00000000000000000003,,208,0.072963255940048,0.016402329922861225,208,49.79360528433776,2.5628897323567026,208,-0.20033335997115384,0.015065988012164085,208,0.08811149704342258,0.022615580125705338,208,-0.08811149704342258,0.022615580125705338,208,0.07718688553486275,0.011408304698288506,208,0.08033436372013608,0.01630748599048592,Polígono 4,208,0.0644219789269983,0.034427595844349686,2024,suelo_desnudo,00000000000000000003,4.0,"{""type"":""Polygon"",""coordinates"":[[[-101.64054873781404,21.150840667934435],[-101.63812302105457,21.15302114965186],[-101.64128008422642,21.156066707550856],[-101.64310829925911,21.153716791981623],[-101.64054873781404,21.150840667934435]]]}"
2_00000000000000000004,,22,0.07490441294751969,0.014977243736714404,22,44.14810142946994,0.7489929923902642,22,-0.22836346823129722,0.02485370823766703,22,0.08710097457088659,0.020584321434254902,22,-0.08710097457088659,0.020584321434254902,22,0.09028824052466673,0.009440331864650783,22,0.10015791994721993,0.013134737738128259,Poligono 5,22,0.02927835185684407,0.017779563637160923,2024,suelo_desnudo,00000000000000000004,5.0,"{""type"":""Polygon"",""coordinates"":[[[-101.64377272600093,21.162849046566887],[-101.64362556722074,21.162429823927127],[-101.64338915859827,21.16213998649335],[-101.64312166936183,21.162536905647663],[-101.64271145108872,21.163272632809097],[-101.64412938071595,21.16342423448448],[-101.64417843385844,21.163080905580546],[-101.64377272600093,21.162849046566887]]]}"
2_00000000000000000005,,343,0.0758414550221057,0.022921085886650008,343,44.66493289781042,1.529138389271892,343,-0.19241454742464278,0.04155415872962876,343,0.08399203565132622,0.03139411630753132,343,-0.08399203565132622,0.03139411630753132,343,0.09662460332377798,0.017527752466585216,343,0.056058039792012584,0.016747175617939546,Polígono 6,343,0.027530719252999245,0.028293850186338808,2024,suelo_desnudo,00000000000000000005,6.0,"{""type"":""Polygon"",""coordinates"":[[[-101.71373595714287,21.20762731560777],[-101.71242497724043,21.207457850863424],[-101.71250082075741,21.21180997949712],[-101.71554190457827,21.213392944950822],[-101.71689749341863,21.2135490293853],[-101.71718732742904,21.21170291846777],[-101.71749497286433,21.20928162342],[-101.71373595714287,21.20762731560777]]]}"
2_00000000000000000006,,455,0.09012131591233234,0.011315835395093203,455,53.157844319476006,1.54135467523158,455,-0.24375187001777354,0.016077680506101154,455,0.10789750858719616,0.014739634164476486,455,-0.10789750858719616,0.014739634164476486,455,0.10117224465636035,0.011166082827199896,455,0.09282102514152778,0.009763815513252963,Polígono 7,455,0.06099279945006079,0.01820570300704628,2024,suelo_desnudo,00000000000000000006,7.0,"{""type"":""Polygon"",""coordinates"":[[[-101.57512481974365,21.07303377654494],[-101.57070137739007,21.071464168795117],[-101.56993444121342,21.074946779372],[-101.57037143796761,21.077662358049533],[-101.57456295347164,21.078656711554817],[-101.57542354020192,21.077381412201824],[-101.57512481974365,21.07303377654494]]]}"
2_00000000000000000007,,69,0.06685195739514113,0.035098897952400135,69,44.64812996877539,1.7190845169511362,69,-0.2311705381011862,0.017970406887034752,69,0.07731226349481059,0.0446533320055172,69,-0.07731226349481059,0.0446533320055172,69,0.08048088260181593,0.030879858137148185,69,0.11320005723393059,0.044841187382642235,Polígono 8,69,0.02367853494223092,0.056208658888687306,2024,suelo_desnudo,00000000000000000007,8.0,"{""type"":""Polygon"",""coordinates"":[[[-101.65244113827848,21.17347058753941],[-101.65200865550318,21.174384742482662],[-101.65244113827848,21.175263187505717],[-101.65292719515871,21.17559756594247],[-101.65325271041215,21.17518288965225],[-101.65377002910428,21.17551285331383],[-101.65494273190662,21.174175097982367],[-101.65244113827848,21.17347058753941]]]}"
